Cvarians9779	K13953
Cvarians19783	K10408
Cvarians152229	K10590
Cvarians23973	K14621
Cvarians82883	K03953
Cvarians183574	K01527
Cvarians17645	K20131
Cvarians184627	K00605
Cvarians28265	K03627
Cvarians45493	K05668
Cvarians8959	K04403
Cvarians479124	K02872
Cvarians121843	K03841
Cvarians124865	K11592
Cvarians13626	K03174
Cvarians5839	K17623
Cvarians476214	K10734
Cvarians341965	K03676
Cvarians50462	K10380
Cvarians24643	K03946
Cvarians42885	K08825
Cvarians32287	K17797
Cvarians481920	K10420
Cvarians368684	K03362
Cvarians14622	K05768
Cvarians95114	K06114
Cvarians70289	K11314
Cvarians227531	K13811
Cvarians27246	K00134
Cvarians406265	K00688
Cvarians1818	K09186
Cvarians109599	K24385
Cvarians35882	K12844
Cvarians311375	K10691
Cvarians307661	K11315
Cvarians241089	K02923
Cvarians133444	K09420
Cvarians458683	K01873
Cvarians476857	K00415
Cvarians39112	K13095
Cvarians156624	K00162
Cvarians3606	K15447
Cvarians107799	K19464
Cvarians41368	K24469
Cvarians366947	K10382
Cvarians373826	K10685
Cvarians2345	K18024
Cvarians439179	K13447
Cvarians89472	K11654
Cvarians182696	K00503
Cvarians131797	K06665
Cvarians40833	K05293
Cvarians168607	K01363
Cvarians11437	K01300
Cvarians90768	K07520
Cvarians124007	K05129
Cvarians15724	K08455
Cvarians614	K18263
Cvarians203729	K09567
Cvarians26981	K00844
Cvarians56669	K24997
Cvarians20383	K03260
Cvarians358106	K03247
Cvarians86232	K15047
Cvarians402580	K06051
Cvarians118636	K02320
Cvarians3813	K04388
Cvarians50684	K10349
Cvarians6351	K10739
Cvarians32281	K25168
Cvarians18343	K00942
Cvarians225157	K01672
Cvarians30291	K05917
Cvarians6642	K15028
Cvarians108480	K09503
Cvarians128668	K01792
Cvarians103242	K06062
Cvarians40167	K05849
Cvarians1507	K23026
Cvarians284070	K24104
Cvarians234450	K01379
Cvarians25427	K01866
Cvarians110079	K03061
Cvarians64313	K15174
Cvarians62435	K04412
Cvarians22041	K11088
Cvarians416242	K10084
Cvarians5058	K00461
Cvarians7426	K16578
Cvarians300177	K02868
Cvarians128375	K07497
Cvarians49227	K23490
Cvarians37084	K09848
Cvarians140914	K09662
Cvarians283157	K24761
Cvarians72380	K02437
Cvarians142919	K07374
Cvarians183590	K01464
Cvarians404412	K00789
Cvarians296375	K17086
Cvarians2685	K01493
Cvarians69909	K10592
Cvarians166	K02212
Cvarians10943	K12598
Cvarians353283	K06675
Cvarians489743	K00164
Cvarians195155	K08991
Cvarians200916	K00387
Cvarians105698	K05546
Cvarians53403	K02870
Cvarians105056	K04508
Cvarians85734	K08076
Cvarians191515	K05853
Cvarians228031	K01712
Cvarians488303	K02989
Cvarians235095	K13051
Cvarians293281	K17943
Cvarians70852	K12823
Cvarians4421	K15014
Cvarians65267	K00503
Cvarians34607	K01555
Cvarians38044	K16583
Cvarians48033	K00688
Cvarians10848	K15192
Cvarians137770	K15498
Cvarians143399	K23953
Cvarians125680	K03233
Cvarians415234	K16493
Cvarians295306	K17086
Cvarians383019	K11251
Cvarians33111	K13525
Cvarians3113	K13126
Cvarians41898	K19984
Cvarians436515	K03869
Cvarians149465	K23624
Cvarians14576	K14801
Cvarians248857	K00773
Cvarians50009	K05661
Cvarians18171	K16904
Cvarians6208	K10737
Cvarians4545	K19329
Cvarians341075	K03030
Cvarians112584	K11662
Cvarians69154	K10380
Cvarians191297	K05768
Cvarians307056	K13160
Cvarians170	K11490
Cvarians487822	K03246
Cvarians8531	K06094
Cvarians79920	K12191
Cvarians304570	K21989
Cvarians66872	K17266
Cvarians184490	K02995
Cvarians55455	K20101
Cvarians497100	K09608
Cvarians17735	K14424
Cvarians301229	K16575
Cvarians6350	K10380
Cvarians12312	K20472
Cvarians282210	K13192
Cvarians112607	K02156
Cvarians3018	K05126
Cvarians118124	K05607
Cvarians244321	K23460
Cvarians32922	K18328
Cvarians20384	K09659
Cvarians479525	K14552
Cvarians355829	K10268
Cvarians471845	K02930
Cvarians138971	K10203
Cvarians150918	K19483
Cvarians460875	K12848
Cvarians304332	K02355
Cvarians293152	K14552
Cvarians421105	K01870
Cvarians70082	K09452
Cvarians401772	K06943
Cvarians156578	K12893
Cvarians26652	K10730
Cvarians28235	K17341
Cvarians238243	K23691
Cvarians72013	K12856
Cvarians469	K01873
Cvarians243759	K08796
Cvarians221326	K13699
Cvarians101029	K07151
Cvarians200292	K00477
Cvarians3789	K09848
Cvarians180911	K04606
Cvarians286245	K06173
Cvarians83717	K12502
Cvarians96577	K02934
Cvarians358194	K01259
Cvarians9683	K08341
Cvarians1065	K22614
Cvarians137484	K17906
Cvarians458518	K11129
Cvarians105309	K20292
Cvarians65271	K11647
Cvarians64568	K11647
Cvarians69858	K02136
Cvarians220526	K15426
Cvarians414935	K17301
Cvarians484576	K00600
Cvarians10652	K09370
Cvarians76431	K01892
Cvarians50316	K02989
Cvarians26391	K03654
Cvarians94529	K02985
Cvarians2960	K04497
Cvarians411415	K01669
Cvarians318304	K00799
Cvarians21157	K01613
Cvarians124900	K02358
Cvarians75950	K19998
Cvarians409036	K23902
Cvarians3284	K02893
Cvarians4989	K14258
Cvarians446871	K01939
Cvarians123448	K17495
Cvarians5928	K04632
Cvarians69595	K12800
Cvarians180360	K13137
Cvarians59163	K01961
Cvarians6682	K25168
Cvarians33588	K17535
Cvarians363752	K18597
Cvarians1925	K14411
Cvarians228537	K15687
Cvarians22274	K02872
Cvarians5901	K04079
Cvarians19192	K10380
Cvarians37110	K09624
Cvarians180084	K06233
Cvarians403882	K10742
Cvarians72175	K20304
Cvarians97891	K04615
Cvarians484830	K02259
Cvarians74622	K04799
Cvarians65034	K02879
Cvarians152249	K01892
Cvarians28033	K17535
Cvarians486507	K24412
Cvarians69024	K05099
Cvarians345798	K02955
Cvarians239750	K11291
Cvarians101521	K05849
Cvarians16008	K14402
Cvarians251684	K03671
Cvarians113928	K07756
Cvarians44480	K15504
Cvarians417441	K12183
Cvarians5035	K17341
Cvarians63708	K24047
Cvarians35936	K09848
Cvarians59803	K12827
Cvarians23677	K23504
Cvarians430727	K10358
Cvarians165282	K04427
Cvarians489565	K02262
Cvarians115699	K01915
Cvarians20131	K15443
Cvarians92636	K13137
Cvarians10767	K01930
Cvarians464261	K03097
Cvarians115899	K04354
Cvarians157771	K01081
Cvarians405417	K03249
Cvarians357206	K10380
Cvarians206139	K02900
Cvarians123673	K10244
Cvarians80071	K15255
Cvarians55953	K02599
Cvarians6696	K17262
Cvarians14027	K14298
Cvarians10460	K06271
Cvarians152146	K08803
Cvarians297808	K03937
Cvarians313002	K03934
Cvarians110753	K10712
Cvarians34747	K05110
Cvarians2902	K02988
Cvarians297916	K09584
Cvarians465686	K02880
Cvarians13482	K12035
Cvarians156922	K17917
Cvarians70582	K12854
Cvarians65570	K22614
Cvarians112710	K01874
Cvarians466462	K11094
Cvarians5237	K03252
Cvarians94116	K12818
Cvarians249796	K22966
Cvarians71475	K22068
Cvarians18149	K09452
Cvarians28814	K00326
Cvarians39966	K03231
Cvarians71188	K24524
Cvarians18414	K01354
Cvarians58392	K18460
Cvarians271243	K24610
Cvarians188870	K09571
Cvarians8271	K17815
Cvarians18065	K09313
Cvarians44664	K02865
Cvarians229958	K14299
Cvarians78285	K15340
Cvarians152400	K04565
Cvarians107285	K00024
Cvarians93320	K07371
Cvarians193968	K20292
Cvarians125256	K01363
Cvarians42113	K00560
Cvarians57693	K02891
Cvarians89986	K05349
Cvarians151109	K00326
Cvarians170898	K15272
Cvarians487186	K07179
Cvarians189300	K04615
Cvarians290851	K01784
Cvarians327669	K02327
Cvarians141229	K11430
Cvarians3245	K00275
Cvarians66228	K05695
Cvarians425585	K08512
Cvarians62829	K02940
Cvarians39924	K03456
Cvarians31561	K12502
Cvarians463374	K03252
Cvarians21900	K15111
Cvarians329826	K02899
Cvarians156886	K15281
Cvarians1800	K04600
Cvarians196917	K01557
Cvarians2825	K01874
Cvarians192	K19827
Cvarians158415	K13126
Cvarians188061	K01809
Cvarians13030	K13499
Cvarians13896	K10454
Cvarians349417	K00121
Cvarians238587	K00106
Cvarians119297	K08889
Cvarians118205	K01309
Cvarians47022	K20071
Cvarians430215	K00940
Cvarians18336	K00966
Cvarians47782	K08253
Cvarians90751	K13126
Cvarians133769	K12622
Cvarians20542	K08794
Cvarians61935	K10179
Cvarians372009	K13982
Cvarians36454	K23342
Cvarians58774	K22139
Cvarians350180	K17917
Cvarians6900	K14832
Cvarians81907	K13443
Cvarians18560	K01893
Cvarians285631	K03253
Cvarians202166	K13117
Cvarians176511	K20216
Cvarians9424	K15104
Cvarians8850	K24200
Cvarians151374	K04392
Cvarians72768	K12393
Cvarians26787	K22544
Cvarians42640	K10415
Cvarians71089	K12460
Cvarians63663	K09203
Cvarians428070	K23909
Cvarians10661	K12196
Cvarians48577	K02209
Cvarians110502	K19499
Cvarians2977	K04648
Cvarians3271	K12800
Cvarians26516	K01539
Cvarians133417	K01934
Cvarians82988	K04733
Cvarians26200	K01922
Cvarians70419	K06825
Cvarians8714	K00161
Cvarians25028	K04593
Cvarians54463	K10380
Cvarians406949	K13811
Cvarians179405	K05402
Cvarians294436	K20295
Cvarians14995	K07509
Cvarians119042	K00432
Cvarians39372	K00789
Cvarians421897	K01853
Cvarians18374	K21912
Cvarians58006	K02995
Cvarians9463	K00878
Cvarians4162	K11137
Cvarians6549	K10908
Cvarians37719	K05343
Cvarians28849	K02949
Cvarians354562	K12845
Cvarians400261	K02580
Cvarians367628	K23923
Cvarians174270	K00927
Cvarians40839	K04426
Cvarians202264	K14842
Cvarians47829	K10380
Cvarians465113	K17637
Cvarians232911	K05673
Cvarians1068	K03798
Cvarians414512	K24941
Cvarians88233	K00613
Cvarians80171	K24525
Cvarians34232	K11268
Cvarians137308	K03065
Cvarians225568	K04530
Cvarians896	K05695
Cvarians48923	K01897
Cvarians481700	K16912
Cvarians39280	K03094
Cvarians413259	K09355
Cvarians201169	K14395
Cvarians19946	K01892
Cvarians460509	K02734
Cvarians503339	K02927
Cvarians176174	K14213
Cvarians17668	K16572
Cvarians78163	K08842
Cvarians404896	K15613
Cvarians169	K24909
Cvarians298756	K03686
Cvarians74277	K11974
Cvarians12271	K12021
Cvarians172932	K02938
Cvarians463343	K24523
Cvarians87078	K25430
Cvarians4120	K01011
Cvarians220873	K01623
Cvarians303220	K23960
Cvarians293057	K02208
Cvarians468939	K23081
Cvarians13853	K14797
Cvarians5572	K00963
Cvarians26617	K04345
Cvarians345344	K14772
Cvarians30994	K15731
Cvarians144334	K01672
Cvarians7288	K03544
Cvarians43724	K08794
Cvarians282946	K04727
Cvarians238702	K12852
Cvarians17837	K06550
Cvarians2006	K01277
Cvarians204374	K11295
Cvarians13968	K00620
Cvarians58722	K01365
Cvarians468740	K03937
Cvarians26614	K17307
Cvarians1691	K06580
Cvarians404685	K01687
Cvarians88051	K09497
Cvarians130498	K17086
Cvarians156267	K16848
Cvarians312181	K11728
Cvarians224325	K19511
Cvarians25141	K04513
Cvarians75594	K01408
Cvarians118419	K14753
Cvarians355210	K04984
Cvarians44899	K02989
Cvarians17271	K16343
Cvarians28351	K15171
Cvarians52472	K06944
Cvarians459924	K02870
Cvarians282889	K09500
Cvarians103706	K00253
Cvarians123191	K09848
Cvarians3698	K11886
Cvarians3942	K12618
Cvarians66922	K07304
Cvarians16489	K05658
Cvarians461695	K15410
Cvarians12922	K04460
Cvarians74632	K02989
Cvarians165686	K00940
Cvarians62933	K10277
Cvarians489	K07497
Cvarians475288	K01363
Cvarians407679	K03627
Cvarians61190	K04994
Cvarians25103	K12035
Cvarians58725	K10704
Cvarians144916	K01488
Cvarians340847	K02877
Cvarians345180	K01889
Cvarians31742	K07497
Cvarians228743	K00288
Cvarians234508	K00432
Cvarians415421	K13806
Cvarians294304	K23564
Cvarians2449	K24915
Cvarians61431	K02327
Cvarians257908	K00162
Cvarians1579	K14753
Cvarians131124	K14397
Cvarians83870	K10380
Cvarians378065	K01867
Cvarians87748	K13240
Cvarians23887	K24509
Cvarians22106	K03686
Cvarians184488	K09848
Cvarians3744	K23965
Cvarians222267	K00844
Cvarians22061	K04615
Cvarians110744	K21643
Cvarians460523	K01360
Cvarians180285	K13525
Cvarians165332	K08737
Cvarians26159	K05110
Cvarians188774	K03066
Cvarians183849	K09510
Cvarians118848	K12879
Cvarians68954	K18261
Cvarians20846	K13515
Cvarians65374	K10413
Cvarians128562	K02876
Cvarians8885	K08515
Cvarians100321	K11840
Cvarians14686	K17403
Cvarians31256	K14965
Cvarians14781	K03033
Cvarians188082	K14621
Cvarians3507	K14567
Cvarians120477	K03010
Cvarians23017	K04615
Cvarians95163	K16196
Cvarians63393	K16752
Cvarians295099	K18757
Cvarians92627	K01490
Cvarians460587	K07893
Cvarians195130	K08076
Cvarians4804	K08967
Cvarians30863	K02930
Cvarians38000	K05661
Cvarians164311	K14864
Cvarians125575	K04646
Cvarians79064	K10392
Cvarians72144	K12231
Cvarians33202	K08490
Cvarians41765	K01190
Cvarians68577	K12462
Cvarians97038	K11835
Cvarians489471	K07890
Cvarians3432	K00022
Cvarians4774	K16606
Cvarians134347	K11267
Cvarians438344	K06997
Cvarians176695	K23296
Cvarians419800	K12858
Cvarians58686	K01092
Cvarians8469	K06185
Cvarians221360	K00600
Cvarians17193	K03006
Cvarians208903	K25356
Cvarians28252	K09848
Cvarians471713	K08057
Cvarians373306	K23691
Cvarians403059	K00566
Cvarians36445	K00508
Cvarians113626	K14787
Cvarians220931	K03241
Cvarians467484	K10842
Cvarians124526	K02730
Cvarians374401	K00413
Cvarians183890	K00816
Cvarians5607	K08292
Cvarians1254	K17341
Cvarians66665	K01961
Cvarians32171	K15296
Cvarians32094	K05284
Cvarians139063	K14963
Cvarians170577	K25201
Cvarians371069	K08744
Cvarians345815	K02868
Cvarians458361	K00106
Cvarians11289	K08738
Cvarians60125	K02685
Cvarians413853	K02146
Cvarians128463	K15292
Cvarians18234	K10443
Cvarians46735	K17535
Cvarians19502	K05665
Cvarians410685	K09624
Cvarians438938	K09539
Cvarians106194	K19029
Cvarians401602	K00387
Cvarians467779	K06685
Cvarians88649	K24470
Cvarians80520	K10443
Cvarians9155	K12026
Cvarians424183	K14776
Cvarians357959	K16302
Cvarians466140	K01681
Cvarians439785	K05662
Cvarians183994	K14521
Cvarians482180	K00444
Cvarians92723	K17686
Cvarians82909	K03841
Cvarians30682	K01895
Cvarians10932	K10597
Cvarians71286	K02737
Cvarians310786	K04550
Cvarians360526	K11090
Cvarians14468	K12621
Cvarians228761	K20719
Cvarians14399	K07359
Cvarians108850	K02154
Cvarians1189	K03173
Cvarians231048	K04615
Cvarians88952	K02969
Cvarians2153	K04373
Cvarians464489	K03068
Cvarians440885	K15042
Cvarians432942	K04536
Cvarians161292	K05099
Cvarians108047	K00854
Cvarians56652	K05659
Cvarians20806	K14549
Cvarians125518	K09584
Cvarians352277	K04646
Cvarians42580	K12181
Cvarians231683	K03106
Cvarians172662	K13411
Cvarians5624	K12349
Cvarians107819	K12604
Cvarians410906	K00856
Cvarians2046	K24842
Cvarians118176	K14677
Cvarians469640	K03509
Cvarians97052	K02112
Cvarians22483	K10747
Cvarians18660	K03654
Cvarians342575	K11131
Cvarians7474	K16848
Cvarians25031	K13125
Cvarians1178	K00472
Cvarians122540	K02951
Cvarians11314	K20168
Cvarians21077	K24838
Cvarians83016	K01379
Cvarians362260	K11430
Cvarians24305	K04615
Cvarians470137	K07755
Cvarians1141	K01895
Cvarians6361	K12385
Cvarians55696	K15026
Cvarians178438	K17535
Cvarians8845	K19329
Cvarians35244	K14295
Cvarians56762	K15595
Cvarians400601	K01379
Cvarians70899	K14411
Cvarians22400	K07497
Cvarians62722	K20347
Cvarians473840	K00889
Cvarians149078	K10597
Cvarians14600	K18733
Cvarians18470	K10152
Cvarians420444	K04498
Cvarians30975	K16506
Cvarians16703	K03654
Cvarians9030	K11671
Cvarians139411	K03522
Cvarians118344	K04567
Cvarians85791	K00962
Cvarians36170	K11294
Cvarians18819	K22754
Cvarians23847	K05695
Cvarians67532	K14850
Cvarians12992	K11824
Cvarians31530	K01092
Cvarians297167	K02736
Cvarians459061	K01759
Cvarians164306	K01807
Cvarians1244	K14556
Cvarians196136	K01858
Cvarians439755	K02147
Cvarians343222	K15283
Cvarians117223	K12856
Cvarians106008	K10747
Cvarians6118	K09624
Cvarians5551	K04615
Cvarians371108	K10357
Cvarians58516	K10380
Cvarians89837	K05658
Cvarians462464	K07190
Cvarians80706	K08827
Cvarians49190	K07921
Cvarians46803	K00654
Cvarians202742	K06685
Cvarians3732	K00894
Cvarians5408	K24510
Cvarians415587	K14007
Cvarians304092	K12132
Cvarians470045	K08871
Cvarians7017	K16777
Cvarians489439	K10756
Cvarians36029	K19363
Cvarians118364	K08867
Cvarians4104	K10380
Cvarians4628	K11423
Cvarians38694	K19998
Cvarians164869	K03781
Cvarians9175	K08833
Cvarians69211	K06820
Cvarians3335	K24469
Cvarians7316	K12132
Cvarians95395	K00640
Cvarians12102	K24469
Cvarians25694	K03347
Cvarians130649	K01648
Cvarians138651	K01206
Cvarians9476	K14445
Cvarians69767	K02144
Cvarians104060	K09214
Cvarians879	K10803
Cvarians214273	K03030
Cvarians49061	K18798
Cvarians186173	K02938
Cvarians461398	K17598
Cvarians345331	K12398
Cvarians8529	K07904
Cvarians157469	K24469
Cvarians352731	K09391
Cvarians421129	K01580
Cvarians32624	K08844
Cvarians460052	K21797
Cvarians26711	K03011
Cvarians412558	K17732
Cvarians65298	K16726
Cvarians94080	K20196
Cvarians175206	K15730
Cvarians114407	K00859
Cvarians66994	K09848
Cvarians399247	K01873
Cvarians340352	K09595
Cvarians117977	K13203
Cvarians131039	K05931
Cvarians700	K15169
Cvarians7639	K12041
Cvarians178608	K16747
Cvarians16176	K03965
Cvarians303679	K20284
Cvarians61363	K05108
Cvarians8404	K01641
Cvarians70803	K02258
Cvarians303218	K12897
Cvarians95345	K12879
Cvarians399841	K11585
Cvarians479022	K09414
Cvarians16391	K00121
Cvarians168801	K07497
Cvarians237018	K03233
Cvarians188407	K02888
Cvarians53288	K07497
Cvarians31542	K17605
Cvarians225293	K18436
Cvarians4932	K15706
Cvarians470429	K10413
Cvarians62264	K11643
Cvarians460909	K01681
Cvarians8889	K12132
Cvarians9644	K11308
Cvarians180320	K03671
Cvarians33353	K24752
Cvarians460355	K00505
Cvarians10630	K11502
Cvarians172105	K02183
Cvarians461007	K01507
Cvarians486078	K03178
Cvarians298904	K07427
Cvarians27008	K01832
Cvarians296066	K06114
Cvarians316754	K04043
Cvarians29841	K04345
Cvarians52274	K11662
Cvarians405196	K20042
Cvarians139035	K14443
Cvarians64745	K01889
Cvarians16674	K04410
Cvarians192671	K00383
Cvarians5601	K05236
Cvarians70780	K04646
Cvarians135262	K20293
Cvarians3679	K20286
Cvarians95712	K01902
Cvarians172473	K20367
Cvarians65441	K09442
Cvarians71140	K12177
Cvarians65087	K03028
Cvarians5687	K13708
Cvarians132903	K21198
Cvarians463047	K14410
Cvarians7659	K07497
Cvarians503257	K04445
Cvarians15592	K03654
Cvarians250085	K01267
Cvarians105657	K12176
Cvarians357921	K03671
Cvarians911	K11155
Cvarians405225	K17263
Cvarians162590	K02084
Cvarians220838	K23978
Cvarians415638	K07889
Cvarians41495	K11824
Cvarians145840	K01551
Cvarians68512	K17260
Cvarians66434	K11251
Cvarians18180	K06693
Cvarians353618	K03006
Cvarians34861	K03123
Cvarians65823	K07756
Cvarians28226	K05643
Cvarians10971	K03035
Cvarians404806	K15979
Cvarians38083	K22615
Cvarians125462	K02440
Cvarians115226	K02877
Cvarians22800	K14753
Cvarians3199	K08869
Cvarians100631	K03028
Cvarians369574	K03183
Cvarians358701	K04097
Cvarians481223	K02358
Cvarians470588	K14964
Cvarians42539	K13506
Cvarians16335	K00705
Cvarians167189	K04515
Cvarians482105	K09419
Cvarians91888	K14778
Cvarians253342	K02937
Cvarians128379	K06670
Cvarians243537	K10597
Cvarians128278	K00658
Cvarians63969	K01279
Cvarians97665	K01961
Cvarians294612	K15593
Cvarians106229	K10380
Cvarians84948	K00277
Cvarians20814	K12800
Cvarians11691	K01196
Cvarians3208	K02739
Cvarians399986	K07407
Cvarians120262	K19682
Cvarians149842	K12329
Cvarians8641	K04499
Cvarians16166	K03283
Cvarians49715	K08341
Cvarians459886	K03167
Cvarians342136	K03006
Cvarians77811	K24047
Cvarians430314	K11262
Cvarians461476	K04802
Cvarians228983	K14768
Cvarians33541	K02896
Cvarians16803	K07494
Cvarians154548	K13447
Cvarians100577	K02602
Cvarians25982	K18441
Cvarians223692	K12618
Cvarians4672	K23718
Cvarians301273	K01469
Cvarians359908	K10686
Cvarians403940	K15111
Cvarians91739	K13912
Cvarians252720	K06675
Cvarians94227	K00873
Cvarians32499	K08819
Cvarians280184	K12823
Cvarians21322	K08844
Cvarians105166	K00234
Cvarians57198	K02219
Cvarians12028	K01358
Cvarians202851	K25442
Cvarians66854	K04565
Cvarians117868	K12132
Cvarians129335	K24971
Cvarians32897	K02981
Cvarians151871	K11671
Cvarians16694	K04438
Cvarians85111	K10380
Cvarians85446	K17086
Cvarians28273	K14650
Cvarians32647	K00471
Cvarians164027	K23314
Cvarians143069	K11188
Cvarians154824	K02726
Cvarians24130	K22910
Cvarians3605	K08333
Cvarians11304	K14802
Cvarians30045	K07497
Cvarians107487	K11188
Cvarians99435	K00560
Cvarians461276	K04441
Cvarians376428	K10396
Cvarians102692	K12236
Cvarians107804	K12384
Cvarians460046	K09305
Cvarians365198	K03456
Cvarians55815	K02370
Cvarians116432	K08844
Cvarians59745	K12838
Cvarians6334	K12567
Cvarians177123	K04412
Cvarians3458	K05695
Cvarians473293	K06174
Cvarians25242	K00586
Cvarians31040	K13346
Cvarians458468	K15455
Cvarians20325	K01539
Cvarians16811	K16726
Cvarians87995	K05658
Cvarians165935	K06558
Cvarians14529	K11836
Cvarians44392	K22071
Cvarians283897	K19867
Cvarians406671	K00927
Cvarians347844	K00923
Cvarians20193	K00830
Cvarians469959	K02883
Cvarians106585	K17768
Cvarians37185	K02880
Cvarians12233	K15507
Cvarians75394	K07870
Cvarians120991	K12855
Cvarians41941	K07198
Cvarians406636	K13704
Cvarians291083	K06052
Cvarians112392	K09624
Cvarians29872	K15271
Cvarians302464	K14381
Cvarians46311	K03798
Cvarians111451	K11974
Cvarians429035	K12811
Cvarians40528	K00012
Cvarians43159	K17732
Cvarians310043	K09510
Cvarians198631	K11147
